,Region_1,Region_2,Region_3,Region_4,Region_5,Region_6,Region_7,Region_8,Region_9,Region_10,Region_11,Region_12,Region_13,Region_14,Region_15,Region_16,Region_17,Region_18,Region_19,Region_20,Region_21,Region_22,Region_23,Region_24,Region_25,Region_26,Region_27,Region_28,Region_29,Region_30,Region_31,Region_32,Region_33,Region_34,Region_35,Region_36,Region_37,Region_38,Region_39,Region_40,Region_41,Region_42,Region_43,Region_44,Region_45,Region_46,Region_47,Region_48,Region_49,Region_50,Region_51,Region_52,Region_53,Region_54,Region_55,Region_56,Region_57,Region_58,Region_59,Region_60,Region_61,Region_62,Region_63,Region_64,Region_65,Region_66,Region_67,Region_68,Region_69,Region_70,Region_71,Region_72,Region_73,Region_74,Region_75,Region_76,Region_77,Region_78,Region_79,Region_80,Region_81,Region_82,Region_83,Region_84,Region_85,Region_86,Region_87,Region_88,Region_89,Region_90
Region_1,0.0,0.49578184184560625,0.42811992877363714,0.6768954924750306,0.39496321964655995,0.7458169998968934,0.20450529381104332,0.3531800231491913,0.5195378467873819,0.09538993662918549,0.457694666499979,0.572781944534484,0.5016953323897247,0.556405437200809,0.567909872015918,0.9492164644533896,0.5308869855084118,0.4780548836703186,0.7291022963393831,0.3476420349990017,0.6687346500816369,0.14308199408900357,0.36625548876992514,0.36331069296236074,0.3052384448680425,0.5354912523092363,0.7772788308362341,0.37151623819579915,0.6557794715438036,0.3258409319002122,0.5707708357571875,0.8918944934820774,0.6622182709813551,0.29164695760335446,0.2305757114249573,0.6222812257690544,0.6019544737331383,0.26461679557428436,0.3140793856527867,0.25568521335661554,0.8895692406599022,0.2559155517404993,0.8845047138664239,0.4359845712788564,0.441472590581847,0.4632531364728855,0.5601183209750855,0.46600162718680227,0.8215675494123154,0.729300553045849,0.3931759980065785,0.8605687224468952,0.6253667769559148,0.05871673123895277,0.2645837522642216,0.7378575970696182,0.7723837550660106,0.4958742647882026,0.18693377020899116,0.0701749870299811,0.7126910730105186,0.615810780995605,0.2138112270537832,0.32799009090082953,0.5619970430923875,0.4280151840454228,0.7690288980122015,0.47876092227397876,0.7924105785898237,0.4698642835347043,0.24696713532026204,0.4220405191906404,0.3432505896829277,0.5432572575518941,0.4559212267017607,0.4652026741924545,0.7248841276086417,0.6904349010109957,0.09057563198952445,0.47778075309477097,0.7139187176805523,0.5555746469577736,0.1855934435831239,0.3805141553044385,0.545162247235947,0.6786776924679528,0.3199044539171975,0.6580931481741557,0.6382930818111463,0.2961393058145203
Region_2,0.49578184184560625,0.0,0.6016363157031203,0.8730477493323473,0.6328420673293348,0.47358627809737275,0.44114079136853035,0.5304206639599303,0.18569509630104652,0.39208111708512966,0.678450422976173,0.3997375374557598,0.6802321712221944,0.33464020113600146,0.6497845405585094,0.6676576937724965,0.2959586686371533,0.773792114787808,0.39885555565819,0.27287501804414266,0.46405472896805433,0.4175216196697372,0.3850794135265346,0.3586788760569238,0.25872433153846336,0.21511460993513887,0.5275446062900089,0.43369186089968365,0.43554284742028077,0.4196649581157104,0.7709166185912988,0.5054293613824978,0.2614518240682203,0.72812938313717,0.6514128314198843,0.6440346927590104,0.49612982125877214,0.6138995588416757,0.5833858121570958,0.6952097640009653,0.6491434129647348,0.418896195970381,0.3327365556851163,0.6936758854456083,0.32019173892393493,0.8457418518959103,0.5395549411224503,0.9071542958440053,0.2743446239792186,0.4296576698035225,0.21339448051794846,0.3013730791423898,0.6860428543925094,0.39156222642969685,0.35097494333509266,0.6891830073143087,0.5060877773212247,0.3857815251565499,0.3656287232838812,0.2874386131604428,0.3928187543788918,0.305142975949166,0.6043456514978851,0.20772206887153744,0.5059377403309677,0.33928276079288733,0.10424867242090291,0.7544888822742397,0.5869490195268244,0.6829233216076684,0.8742345489400862,0.5660527256882101,0.5627782467025757,0.4444754531402198,0.6025349586915641,0.5726757343479899,0.5474988733837917,0.13867705995948487,0.29783688521188517,0.5860287914327871,0.45882819255688284,0.4219191269183019,0.7285938151001136,0.4082567406108811,0.7011021967339723,0.3621292711378695,0.6435947015685529,0.7691476017686522,0.7502431393372369,0.49512460090801785
Region_3,0.42811992877363714,0.6016363157031203,0.0,0.61056102325961,0.5481172236119692,0.42781030409177906,0.491932695907548,0.33548195194638414,0.402223125736342,0.7579918479790639,0.44954709721493974,0.5459062780348292,0.5640715881554533,0.3579805266036693,0.19662368756238413,0.7862913236945939,0.5652326049243466,0.40661256731008316,0.6863760075596302,0.7829626621609167,0.502182000907667,0.41052640413348096,0.4078500364005726,0.5783622935733697,0.49926448200626833,0.626979093116282,0.48080503552720144,0.5648309023294155,0.49473887811795925,0.7938358582800555,0.7020053416578602,0.8678803601914389,0.7124905327728999,0.6044702684015119,0.45197771008931625,0.6313931758547497,0.0777693109259347,0.2685181803849116,0.25418885793247253,0.3278622865108189,0.44201097517620125,0.43082075591713853,0.592770889402769,0.6851822804170216,0.49898866198186115,0.5245774454998553,0.4550908960281376,0.12817090374610252,0.33668360883713416,0.7608130946633567,0.48351538025480606,0.22096995275376824,0.36332639582023624,0.6360830243436839,0.3887072708674851,0.673157458831459,0.8465309085386956,0.8458013100810526,0.5674785072503203,0.03909222215399738,0.6623655949482172,0.5646903147325797,0.4948448304688493,0.6932470529857677,0.5939627404491785,0.24868772539609135,0.5085298475271731,0.2211680387601101,0.541547869675088,0.5643026198278056,0.4213127622225588,0.3199670720821551,0.8627109623967528,0.5090559618047716,0.7115578969935854,0.8420049342129705,0.5471884977182682,0.7436333063279297,0.422053828185291,0.36529343473499354,0.5052425400211578,0.8326504401712309,0.2680882407671476,0.6685935050192153,0.39356189482953235,0.6154673480155611,0.3367808840536936,0.4938820377064009,0.5275196150055028,0.2288093087492969
Region_4,0.6768954924750306,0.8730477493323473,0.61056102325961,0.0,0.5600968053375011,0.2946327821610662,0.4569414820474464,0.5330441129759245,0.5821871374744265,0.7703898621433152,0.717442434627903,0.598896590441796,0.3709311520499238,0.8552026620705782,0.6759486580432565,0.6604704362678375,0.3419941640450904,0.28325465752208473,0.8983763980182299,0.7441246598479347,0.48420937126225877,0.2875450169468516,0.5653127305264689,0.3240469877519766,0.5371827252487317,0.8054753500480649,0.24129377259761697,0.30824645202423573,0.484329186245786,0.8686685536777856,0.7358565268585711,0.4777783442990096,0.424462363558946,0.8411218145026469,0.25127176767440235,0.8892571399295188,0.7052088155833061,0.4684132946129833,0.74192880417007,0.8514883833384124,0.12198209319598058,0.6661584168605308,0.3909758276496636,0.650752363556232,0.25422221135728684,0.05973673931631823,0.12673466071119205,0.5219986613673189,0.6071302688075823,0.7074071738690502,0.5789852454566474,0.8779544476649206,0.49887175923048643,0.2337157199643275,0.9529268255973408,0.4552233857973788,0.6855620255196192,0.220641767244306,0.5120154646045402,0.8357908026412209,0.42494163432571064,0.5789239891732691,0.3847094176061752,0.7153543954837456,0.263654833065896,0.6098785216235927,0.3514729707319042,0.3802212287612383,0.4201568757287628,0.8860718285087748,0.5398161021913486,0.7171840157598941,0.5121754308762074,0.5162023279312191,0.6459510963176587,0.34653240720208794,0.5246290968283496,0.29638417547312534,0.7964326010309815,0.5347985975645217,0.36942990149165694,0.46440096813153,0.47070248445414237,0.6388641294386669,0.5666352955474592,0.3325656401524982,0.573707566289788,0.8477394609310784,0.7573127838770901,0.46089774871919703
Region_5,0.39496321964655995,0.6328420673293348,0.5481172236119692,0.5600968053375011,0.0,0.5633211448140832,0.4045608778796265,0.5885083476876954,0.5016868543406153,0.8585768109491665,0.10837979584663632,0.4441091981250421,0.693418691250045,0.17256079149915726,0.49357298528511384,0.44033283053839056,0.7436971193538342,0.3536655217077528,0.5370953003602417,0.44333924710844747,0.3823784025949967,0.08858240509661969,0.5257657861104208,0.2315793283970794,0.6872778863279164,0.6127118851664589,0.6743112915094222,0.6003644708503122,0.47319049660081364,0.5774503483082641,0.8164883987164768,0.24826250286788565,0.7199209810667688,0.1957951847312252,0.7172000451957862,0.6543178668526971,0.46454326716109845,0.17032165853562065,0.8626900046255006,0.8476855045658878,0.2387077781732741,0.5004998692451194,0.27971064486018543,0.2574696340270737,0.6282115119995199,0.3170392275002726,0.6641423640683661,0.35561436529446716,0.2998342643799321,0.5754147658789333,0.7584808586451119,0.5148210290986102,0.4443100289336285,0.8113610957784367,0.18193360517552243,0.8983087650663311,0.44762141625423035,0.6938947811246094,0.5183872549988591,0.3662828810036969,0.5388062737265205,0.5559938760636105,0.5384028050180564,0.4655667074789142,0.5383259758881448,0.43736217530424154,0.7732611207810888,0.4373355541376214,0.9109696449741576,0.509066969034897,0.5311023596150886,0.46331541904550494,0.057692072087397295,0.6555915440799689,0.7016399932716586,0.6460808719095821,0.727637073119839,0.6296556515719101,0.20627929774263432,0.9631167073873128,0.7959926377553603,0.38196670683666734,0.7234551883859486,0.540071946051264,0.07284035710808062,0.650645073941267,0.5977448202195529,0.5721267677716995,0.48169601222761615,0.5871617259993042
Region_6,0.7458169998968934,0.47358627809737275,0.42781030409177906,0.2946327821610662,0.5633211448140832,0.0,0.8013989222564905,0.5983765747293637,0.45391135847414055,0.41257789507201903,0.48054594957688795,0.3768067834610634,0.3011345592681524,0.4532822521979037,0.2945645184329431,0.3521406103123659,0.4748124208085877,0.8858693029873603,0.1788868528224774,0.1829578432210615,0.55712528705295,0.23356582487180721,0.5523714532426697,0.02787146776549254,0.6044419367800646,0.3564013717176873,0.6647532695066454,0.7124401737386301,0.3559135361534983,0.4935306521448846,0.4552462344462538,0.295470749585766,0.46962973592877894,0.5499839288729456,0.5776711594539008,0.45762737740071724,0.38769872719451876,0.6063515207467242,0.44708660626642044,0.420111834377127,0.3956604696384147,0.38200806643163376,0.45263052055934233,0.7324216805626027,0.09303247115488777,0.16989380370063245,0.3814488996337291,0.6386052340445123,0.17052001533084188,0.7364306170664572,0.48118606164952127,0.48277684133511906,0.37019451092143524,0.4780310496767245,0.43178007353346587,0.5968632151564488,0.7264656480459217,0.7673201912760755,0.44057873208623755,0.2950237799852138,0.48009982597569545,0.1811995637373079,0.4938942174002807,0.3509336513905901,0.24319457633994074,0.29007895905429537,0.3758932498191618,0.6738072593284898,0.27860664600254437,0.27125926640933395,0.4675900306707245,0.14465818451347962,0.3956509772737304,0.3634899406204841,0.531416594296183,0.3776140758599307,0.5823854142181489,0.37471508545632,0.4672521973982209,0.4492651083878401,0.2934950275331726,0.1970296798804161,0.7519292525943106,0.41544878488826786,0.49529288838353097,0.7643339124369914,0.40546915983416537,0.6999200613899779,0.5083038863271911,0.5289729373199683
Region_7,0.20450529381104332,0.44114079136853035,0.491932695907548,0.4569414820474464,0.4045608778796265,0.8013989222564905,0.0,0.18672278413045057,0.41155251081578387,0.35364517786746646,0.7355706275311239,0.41741103455911693,0.20265356706208676,0.8427197298378781,0.9219358909120969,0.6735971989276147,0.5380567703032333,0.19226391641669033,0.6759700391630517,0.5761938743073101,0.4594749533757944,0.7473836916772348,0.38896481885578754,0.16192357085827075,0.4897125298127782,0.3899316046416582,0.22443069028416895,0.6128829670894906,0.47386384788680985,0.46029867155327897,0.32907617249772275,0.5257062457416544,0.8335210688223993,0.8407416117078749,0.5889913947077166,0.5684067551319685,0.5126058508702263,0.5177954769989164,0.5692018544971229,0.5170589003542259,0.4602680501950241,0.9707248406638054,0.7040177332429877,0.7262471754127291,0.5980073890044559,0.17960943092758358,0.7067155174813361,0.4803088121972579,0.6290925815310642,0.7975041112659944,0.627656710747287,0.5279730398065741,0.5024876936766907,0.1638052025730074,0.7956000926065043,0.5519115847228612,0.9629424272134706,0.18084946197178947,0.9054993938421745,0.17007080157940968,0.6562084806847086,0.8235860489190017,0.26962016278377826,0.6474581205301948,0.5255190875468749,0.5388926951587163,0.7613838791096015,0.6374094959582304,0.35857996930261843,0.6490862708973901,0.30352496406675855,0.29442565542740207,0.38630115673023974,0.7029729221945342,0.4633006944580447,0.06578466102791825,0.5052817324634391,0.3915186979323813,0.5842167511859393,0.6516284109877497,0.2378190260631441,0.6422921544790288,0.5543486549068476,0.32207489774395276,0.4680654709906068,0.8167089277613379,0.6247316701155095,0.3031714545693418,0.7027884177693609,0.6752584411032635
Region_8,0.3531800231491913,0.5304206639599303,0.33548195194638414,0.5330441129759245,0.5885083476876954,0.5983765747293637,0.18672278413045057,0.0,0.10944772782275825,0.2750002389358705,0.2680299987558485,0.5842292958655111,0.29087484958908255,0.4811391707010279,0.6037887488642872,0.2790353130640904,0.25406261389008744,0.3668763270687257,0.533553213903972,0.5467530328889018,0.35388118641861854,0.8265110861091194,0.12984302077811022,0.6328086111527953,0.7729017514600728,0.4533092418046107,0.14753277549432714,0.3174975181543266,0.2602523176105567,0.4664105899471876,0.788412925844564,0.605388372036644,0.2638334098205973,0.24990257104392755,0.2508270025185623,0.5730374934101482,0.32143559152119283,0.5276556417645668,0.7495933373114776,0.6780722914578599,0.578250682399692,0.34811194175582044,0.1667384628858849,0.32170496325854897,0.5407992103313255,0.34495426790005523,0.1613926422626007,0.13955139860174676,0.559704976984703,0.24012144727923124,0.6625559040911277,0.9098202454019265,0.5564378609371008,0.2701722607601597,0.855904023805744,0.6121435560184754,0.5227308446753625,0.5540366412048743,0.8032659856744131,0.41529522255591594,0.7416481980062948,0.7158022164655066,0.7840180525545551,0.43108071949923854,0.6526779786139966,0.402975012866684,0.2702772372807642,0.5926299732903318,0.414354943730314,0.7127806792677585,0.2980210169071505,0.46702118215324157,0.4549498715053919,0.3025721034796655,0.5888797470623128,0.6965804969071443,0.6885265681947117,0.5940572606653012,0.43355531198942476,0.6275657561047588,0.4611278309266181,0.393680696686018,0.6231273972819029,0.7033369310254434,0.7355142381997619,0.10860648414911694,0.5698618145450048,0.32982956718012646,0.3505725204802695,0.19155491721378942
Region_9,0.5195378467873819,0.18569509630104652,0.402223125736342,0.5821871374744265,0.5016868543406153,0.45391135847414055,0.41155251081578387,0.10944772782275825,0.0,0.7288371293616676,0.7555714841516347,0.43394953959527693,0.5051092253594429,0.295001616909705,0.06808069471950468,0.2665517901313414,0.08985890281855768,0.08868551643823869,0.31669186022051654,0.2937430945252879,0.5100159213372251,0.5176124767710182,0.7584826632073317,0.4620019341778835,0.5622852879720625,0.3614116444756811,0.30859630197659677,0.28289941386894796,0.4233070047678294,0.47082220699834343,0.8567443008583923,0.18020443043899992,0.3817386758218224,0.5980160036061302,0.7288893896664439,0.49076769204852966,0.167686985379691,0.38650071344011655,0.47853278034664165,0.1602710917432142,0.5253422207976544,0.35645321268467767,0.597887348714448,0.6705905130667926,0.6426077678029849,0.714495657698703,0.48923297269430616,0.6884484787728582,0.8487421828850326,0.4660109280618945,0.7526127107046702,0.3484553275489976,0.6721903723913967,0.41365105305181066,0.6127980656340075,0.3935777201288836,0.7833372249154081,0.4504837094994608,0.6461764727531565,0.7782264851571659,0.07047798067982797,0.14724647535081065,0.5343357423687144,0.5499424477864905,0.534180058303377,0.8674481145369557,0.5418827517163227,0.784552325885197,0.43261350555857186,0.07487239582737126,0.14252430494100315,0.5723256902217815,0.46597492411740865,0.3934569567687724,0.5288774805953846,0.5847707587049367,0.5792315559963415,0.7008562321015557,0.5321566671330398,0.5795035614574937,0.461327849704002,0.8712005790646113,0.540673480826116,0.9301962372875454,0.3230236393736599,0.7532730384241256,0.16555088598983791,0.7310524073586586,0.43128493379256755,0.5662231823683044
Region_10,0.09538993662918549,0.39208111708512966,0.7579918479790639,0.7703898621433152,0.8585768109491665,0.41257789507201903,0.35364517786746646,0.2750002389358705,0.7288371293616676,0.0,0.4657906933538551,0.8126578027633433,0.6355860791852835,0.19927430169029275,0.167727620259976,0.286647249393176,0.4466890914542059,0.6328181618406119,0.5394796959661712,0.5557136478137459,0.7183853291049427,0.9114250011830156,0.41305190297879096,0.45309354800208773,0.7770006202107145,0.4726213743258965,0.4511463891095243,0.507084895966361,0.3614131620815023,0.39796104548329053,0.4386166274285119,0.789036031098484,0.5018202642351567,0.49970437042612365,0.5156505328329166,0.561631965772531,0.5186552139836016,0.44294148150775003,0.30428312101299215,0.4482674594624579,0.6514271915600105,0.5537097527230139,0.394813892701939,0.6389433432496343,0.31616868231280126,0.7807460332829317,0.1953505012764532,0.6395868637334743,0.6166969165504559,0.6587623936911107,0.6022472082147452,0.48100898098997336,0.6300681229764438,0.15469150834495093,0.8753141015993313,0.4564058926350191,0.5872277300478423,0.19664737259208998,0.2744890032313181,0.5345092386405127,0.7150308707011253,0.8620100769183613,0.502125826286562,0.3636250730308017,0.367233305530467,0.5049169155716934,0.5223674183152771,0.1396176732111294,0.21504707030777542,0.40191003598613767,0.48859653447775986,0.3295360147423966,0.5537189139861491,0.6467839844267446,0.2566959761516102,0.432771114161417,0.5304237312579504,0.47981526869766544,0.17301348842760395,0.7793315605016589,0.8039350680508153,0.49675448660742,0.6501605462669979,0.45425211077765565,0.9482695219462142,0.7709421482609606,0.4874447233928208,0.7718232298326408,0.45255883730887364,0.8740032169149141
